Month,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,6201.29,7332.01,8175.97,9804.31,20099.9,23818,7772.43,5624.37,6315.99,6859.62,7244.42,6037.32
,6201.32,7332.87,8183.79,9813.39,20140.3,23824.3,7794.86,5626.58,6337.93,6861.75,7246.26,6037.88
,6206.03,7338.31,8188.02,9815.4,20161.6,23870.2,7826.64,5631.83,6338.36,6864.61,7250.09,6038.82
,6210.78,7346.59,8191.9,9821.18,20197.4,23914.4,7835.58,5641.48,6342.29,6865.77,7253.09,6040.93
,6236.46,7356.01,8206.69,9828.32,20234.5,23991.2,7842.84,5642.41,6343.63,6870.88,7254.24,6044.84
,6238.98,7365.98,8208.7,9828.89,20253.5,24063.5,7843.35,5643.61,6360.04,6871.71,7263.33,6049.14
,6264.97,7366.32,8214.15,9838.56,20292.6,24063.7,7857.4,5656.54,6365.44,6874.27,7263.9,6049.49
,6265.12,7366.5,8214.28,9839.5,20319.7,24074.8,7874.21,5667.42,6365.66,6876.64,7268.13,6051.55
,6266.68,7366.57,8214.77,9881.29,20339.5,24087.8,7896.64,5673.83,6367.58,6878.49,7271.59,6053.57
,6266.75,7370.45,8218.09,9883.74,20350.1,24188.1,7898.35,5676.7,6382.88,6896,7274.87,6055.14
,6269.53,7372.93,8230.5,9890.95,20398.1,24289.2,7899.8,5685.18,6394.37,6898.13,7277.41,6058.75
,6280.26,7382.14,8231.87,9938.31,20436.9,24290.7,7902.57,5689.93,6394.44,6904.67,7279.93,6061.45
,6282.98,7386.18,8237.79,9938.88,20450.1,24330.5,7917.49,5691.2,6396.27,6910.31,7293.87,6062.26
,6284.18,7402.92,8239.56,9940.32,20472.4,24355.2,7917.53,5704.4,6422.03,6912.67,7316.33,6066.86
,6289.57,7406.82,8240.47,9947.37,20505.4,24387,7924.89,5705.64,6423.75,6916.85,7318.14,6078.05
,6299.94,7411.21,8245.42,9952.49,20507.6,24391.3,7931.51,5709.11,6424.52,6917.82,7321.61,6078.28
,6313.64,7427.13,8252.8,9961.44,20511.2,24445.6,7945.65,5715.92,6444.43,6927.55,7324.61,6085.47
,6313.78,7429.96,8261.84,9964.28,20517.8,24518.3,7967.06,5716.9,6446.3,6928.57,7346.46,6106
,6329.24,7433.34,8263.86,9966.38,20534.6,24579.9,7968.53,5728.99,6449.87,6945.81,7359.75,6110.49
,6330.49,7444.03,8267.1,9973.78,20553.9,24625.4,7978.04,5730,6450.42,6948.18,7364.47,6122.31
,6346.89,7448.61,8270.49,9980.37,20612.3,24719.6,7982.97,5738.89,6453.71,6949.26,7383.16,6129.17
,6358.75,7477.25,8270.67,9984.11,20737.8,24743.5,8001.26,5765.91,6454.03,6955.32,7384.77,6138.26
,6362.2,7480.22,8277.69,10005.4,20753.6,24755,8021.69,5774.98,6456.15,6957.56,7387.63,6142.14
,6362.75,7480.29,8288.51,10008.3,20769.2,24778,8034.12,5776.17,6460.72,6965.68,7389.12,6142.46
,6364.02,7487.2,8288.54,10013.1,20787.9,24789.9,8059.47,5779.38,6475.65,6974.25,7400.26,6143.42
,6367.14,7494.26,8293.82,10048.9,20829.6,24802.4,8070.3,5786.08,6477.64,6977.21,7402.02,6146.57
,6372.41,7498.44,8298.2,10057.3,20830.4,24844.8,8073.62,5792.68,6484.7,6986.8,7406.42,6153.62
,6383.27,7502.13,8300.96,10081.9,20840.8,24918.6,8100.23,5797.79,6485,6987.7,7415.55,6153.85
,6387.85,7502.93,8305.99,10091.7,20860.8,24942.1,8113.77,5803.61,6488.99,6988.36,7416.84,6161.64
,6390.14,7509.69,8308.77,10097,20876.5,24968.9,8119.02,5811.45,6506.56,7002,7418.76,6178.76
,6401.5,7512.16,8309.49,10116,20895.3,24970.4,8120.28,5820.86,6515.12,7002.58,7424.03,6180.79
,6404.25,7513.34,8312.83,10162.4,20925.3,24973.3,8154.86,5822.82,6517.93,7003.54,7429.24,6184.86
,6408.16,7526.2,8314.51,10190.4,20936.1,25019.3,8178.5,5851.93,6518.95,7005.05,7432.55,6185.37
,6408.58,7539.33,8318.09,10192.9,20945.1,25145.6,8182.52,5867.93,6522.95,7006.76,7433.33,6186.53
,6413.76,7553.1,8323,10211.3,20947.2,25189.2,8196.83,5871.34,6532.88,7023.78,7442.22,6192.37
,6426.76,7553.4,8327.76,10219.9,20962.6,25191.8,8200.67,5875.84,6533.26,7044.04,7448.07,6195.58
,6431.95,7556.62,8328.78,10220.3,21018.3,25231.5,8252.18,5905.55,6535.16,7070.07,7456.35,6200.88
,6433.74,7558.61,8336.37,10220.9,21101.4,25288.5,8257.26,5905.97,6535.54,7082.68,7456.98,6206.4
,6440.21,7558.71,8341.13,10221.8,21137.2,25311.4,8277.91,5919.71,6540.89,7085.65,7457.08,6216.49
,6448.08,7568.77,8345.18,10225.6,21199.2,25342,8302.8,5924.18,6548.12,7087.53,7466.83,6217.67
,6451.45,7571.36,8361.36,10230.9,21259,25355.9,8305.83,5927.93,6549.58,7088.41,7467.97,6219.94
,6463.95,7574.23,8364.95,10242.6,21271.5,25380,8329.07,5952.94,6550.96,7097.46,7469.99,6222.07
,6471.14,7582.87,8365.83,10262.6,21297,25409.1,8340.67,5954.05,6554.96,7099.59,7474.51,6224.8
,6475.68,7584.98,8366.05,10266.7,21329.1,25417.8,8347.67,5956.18,6559.17,7123.19,7476.04,6225.68
,6477.01,7595.41,8366.25,10301.1,21392.1,25507.2,8361.99,5963.54,6566.05,7128.05,7476.11,6226.65
,6481.55,7602.18,8369.16,10302.2,21425.4,25539.3,8401.9,5971.17,6572.65,7136.26,7477.46,6234.95
,6484.27,7610.06,8375.35,10305.8,21449,25546.8,8404.99,5974.76,6581.3,7138.83,7480.06,6252.7
,6488.62,7626.54,8379.5,10316.7,21455.2,25546.9,8406.61,5976.95,6584.46,7140.43,7488,6256
,6491.47,7628.61,8382.53,10319.7,21512.5,25549.8,8417.12,6007.29,6585.69,7141.97,7491.91,6256.73
,6491.74,7633.48,8391.73,10333.1,21523.8,25671.4,8437.69,6007.33,6599.86,7142.11,7497.83,6259.85
,6498.98,7636.38,8400.95,10351.2,21527.1,25678.1,8484.33,6013.6,6602.87,7150.76,7503.62,6261.28
,6501.43,7646.82,8408.88,10351.5,21538.8,25746.4,8486.28,6014.31,6603.08,7158.81,7507.82,6274.93
,6502.38,7652.31,8412.39,10351.6,21540,25903.6,8498.97,6019.5,6616.86,7160.25,7507.94,6276.58
,6508.06,7653.33,8419.33,10352.1,21541,25940.8,8499.06,6023.36,6621.34,7172.68,7510.48,6277.64
,6508.95,7661.42,8430,10366.1,21563.7,25972.8,8506.88,6029.64,6631.33,7173.84,7513.63,6280.15
,6510.03,7663.48,8430.44,10372.1,21590.5,25997.6,8519.97,6034.22,6633.73,7176.14,7525.6,6286.58
,6514.75,7664.82,8432.1,10383.1,21616.7,26036.5,8523.14,6035.45,6638.94,7181.15,7528.01,6287.57
,6516.89,7665.7,8435.05,10383.1,21620.3,26042.6,8532.88,6036.87,6639.42,7189.3,7530.09,6299.37
,6523.41,7668.32,8443.46,10387.9,21658.1,26059.1,8538.97,6038.75,6639.96,7193.06,7530.46,6301.35
,6523.51,7670.82,8446.17,10402.4,21659.7,26066.7,8541.32,6039.16,6648.63,7199.54,7530.93,6301.44
,6529.8,7670.92,8447.44,10403.9,21700.6,26101.7,8551.11,6049.97,6649.08,7205.24,7545.73,6305.77
,6533.64,7671.33,8447.9,10425.7,21713.9,26201.6,8554.66,6054.45,6653.1,7210.03,7547.21,6318.89
,6538.17,7672.5,8449.39,10438.8,21732.2,26227.5,8557.92,6055.78,6664.28,7216.26,7548.31,6319.95
,6545.51,7676.03,8462.12,10442.6,21745.5,26336.3,8568.04,6058.6,6673.53,7224.19,7558.75,6322.25
,6548.3,7676.2,8462.97,10447.9,21745.5,26455.6,8581.28,6062.9,6674.82,7226.83,7561.12,6325.34
,6550.46,7677.03,8468.93,10452.4,21794.8,26540.1,8582.49,6065.54,6683.9,7227.22,7562.14,6325.95
,6561.1,7680.83,8477.03,10460,21796.7,26546.6,8587.19,6069.16,6685.19,7231.34,7562.31,6326.53
,6562.09,7682.63,8479.91,10461.5,21817.1,26676.2,8598.17,6073.28,6692.28,7233.77,7570.24,6333.42
,6570.96,7690.66,8481.09,10481.7,21840.9,26694.1,8599.76,6075.98,6696.24,7236.25,7575.16,6337.54
,6572.49,7695.13,8487.77,10482.9,21842.8,26723.7,8602.64,6076.01,6702.05,7254.73,7580.04,6343.22
,6581.44,7702.53,8496.16,10489.4,21889.6,26756.8,8615.78,6083.98,6715.42,7254.8,7581.17,6344.76
,6606.23,7716.26,8499.44,10492.3,21919.6,26778.3,8626.31,6093.89,6716.04,7267.14,7585.56,6352.65
,6617.62,7721.95,8500.35,10494.5,21933,26854.3,8649.47,6098.09,6717.43,7271.71,7597.73,6353.17
,6625.1,7729.33,8502.97,10502.3,21938.3,26878.7,8668.08,6104.9,6722.04,7286.42,7599.99,6368.93
,6626.04,7730.18,8512.59,10506.3,21953.4,26972.9,8670.2,6105.72,6722.9,7292.55,7600.08,6370.2
,6645.37,7740.98,8513.15,10509.2,21980.1,26985.3,8672.01,6115.78,6723.3,7293.83,7602.53,6375.02
,6648.35,7743.09,8522.96,10511.8,21982.5,27008.9,8681.54,6123.86,6731.26,7294.29,7604.95,6375.1
,6651.2,7747.21,8526.49,10519.7,22022.3,27097.9,8701.23,6128.76,6732.67,7300.85,7607.02,6376.78
,6656.19,7749.53,8529.05,10525.9,22050.9,27102,8718.76,6140.58,6742.31,7301.22,7614.11,6379.56
,6656.4,7757.87,8529.82,10528.8,22050.9,27120.3,8719.56,6149.33,6743.59,7303.22,7627.37,6383.86
,6662.64,7772.37,8530.18,10539.8,22060.6,27237.7,8724.44,6156,6748.24,7319.48,7628.73,6386.99
,6663.22,7772.58,8536.49,10549.8,22093.5,27366.4,8734.21,6162.19,6750.5,7320.05,7637.38,6392.71
,6674.51,7777.22,8548.29,10571.3,22102.2,27494.2,8741.23,6162.25,6755.77,7322.5,7649.09,6394.16
,6679.33,7782.08,8551.52,10602.2,22108.6,27672.6,8756.79,6166.41,6761.02,7328.3,7652.25,6397.17
,6686.97,7784.67,8557.61,10608.1,22129.1,27707.2,8766.23,6176.55,6761.74,7333.11,7680.53,6398.02
,6693.37,7788.51,8561.91,10615.1,22130.3,27734.8,8767.49,6176.81,6763.21,7339.86,7681.68,6412.49
,6699.64,7788.84,8566.67,10618.1,22138.6,27843.2,8775.87,6189.4,6763.36,7346.66,7682.04,6414.06
,6699.65,7791.73,8586.13,10622.4,22159.8,28039.3,8776.25,6190.21,6764.15,7347.04,7682.04,6415.6
,6699.76,7794.45,8590.37,10631.3,22173.1,28042.5,8827.66,6193.89,6764.71,7354.87,7689.25,6421.36
,6700.31,7795.07,8604.33,10634.5,22176.9,28048.5,8832.83,6200.33,6764.95,7356.07,7696.68,6423.45
,6707.21,7800.06,8626.84,10640.8,22215.6,28083.9,8855.35,6204.33,6765.82,7367.1,7700.63,6425.34
,6708.28,7807.86,8632.18,10649,22268.5,28187.1,8914.31,6213.13,6772.58,7371.06,7707.27,6427.75
,6715.95,7814.65,8638.4,10658.1,22281.1,28198.8,8929.74,6214.22,6773.81,7373.6,7714.1,6435.09
,6725.29,7833.75,8640.74,10665.5,22306.2,28252.4,8943.15,6226.84,6777.79,7375.53,7716.57,6441.77
,6725.3,7839.17,8656.66,10684.7,22352.1,28406.4,8959.38,6231.61,6789.54,7376.55,7720.4,6447.43
,6729.14,7842.54,8662.39,10724.1,22417.4,28454.2,8998.49,6233.18,6794.72,7384.2,7720.46,6449.79
,6732.39,7848.68,8663.58,10724.8,22450.7,28477.5,9006.11,6238.52,6796.47,7389.35,7722.61,6452.05
,6735.1,7850.31,8673.44,10729.5,22479.8,28505.5,9071.07,6239.45,6797.39,7391.52,7727.79,6453.26
,6735.57,7852.37,8684.03,10741.3,22524.4,28547.5,9094.57,6239.79,6806.68,7392.76,7733.21,6455.42
,6741.01,7857.34,8692.13,10741.5,22550,28564.1,9101.16,6243.18,6808.25,7397.5,7737.36,6456.1
,6754.65,7869.67,8693.44,10750.2,22605.1,28580.6,9111.65,6243.28,6813.76,7401.14,7740.15,6462.69
,6758.61,7870.97,8698.23,10750.6,22624,28605.3,9129.04,6243.74,6814.54,7403.15,7741.83,6465.77
,6766.22,7871.26,8698.26,10751.1,22632.9,28612.2,9161.54,6244.14,6820.69,7405.11,7753.16,6467.3
,6772.57,7874.42,8698.28,10765.4,22639.6,28631.6,9164.71,6248.79,6831.89,7409.13,7756.71,6468.96
,6775.01,7876.1,8699.17,10766,22788.8,28670,9176.08,6248.79,6841.41,7414.43,7762.18,6472.93
,6775.37,7878.57,8708.85,10785.2,22805.5,28682.2,9176.84,6262.86,6843.2,7415.64,7768.95,6473.85
,6786.48,7886.43,8710.29,10788.1,22834.7,28705.7,9191.46,6264.07,6844.78,7416.37,7775.33,6473.88
,6803.23,7886.54,8718.55,10819.8,22880.4,28743.9,9198.78,6277.88,6849.39,7418.68,7782.16,6475.88
,6809.84,7888.12,8729.68,10831.9,22909.5,28760.1,9199.53,6279.92,6854.96,7429.04,7788.52,6475.96
,6815.49,7891.53,8731.89,10835.3,22939.2,28769.3,9201.06,6281.28,6863.13,7429.99,7789.52,6493.39
,6818.57,7896,8736.35,10850.8,22978.2,28807.8,9207.51,6281.9,6887.44,7430.16,7790.85,6499.96
,6824.91,7898.86,8742.38,10852.7,22995.2,28868.5,9231.16,6286.26,6888.94,7431.28,7796.31,6502.15
,6828.44,7898.96,8752.84,10868.1,23001.2,28952.2,9232.86,6294.57,6892.78,7435.31,7800.42,6506.76
,6840.13,7907.78,8754.93,10871.1,23021.8,29003.2,9257.89,6297.51,6899.02,7437.39,7803.39,6507.64
,6875.38,7910.22,8758.25,10874.2,23043.3,29074.7,9263.02,6297.62,6902.59,7438.2,7806.79,6511.23
,6893.74,7919.05,8770.63,10911.3,23050.7,29101.4,9263.91,6306.79,6906.6,7439.9,7808.81,6515.97
,6894.56,7919.9,8777.28,10911.3,23067.8,29101.4,9292.8,6314.67,6910.19,7441.27,7811.68,6520.22
,6905.26,7923.01,8783.07,10941.5,23089.5,29105.8,9293.15,6322.33,6915.76,7444.5,7814.69,6525.58
,6907.24,7930.19,8796.89,10942.3,23104.5,29114,9297.77,6322.5,6918.41,7445.43,7819.51,6536.98
,6911.19,7930.36,8801.37,10945.8,23131.9,29117.6,9318.94,6337.9,6922.45,7447.86,7830.48,6542.86
,6915.5,7931.81,8804.32,10957.8,23162.1,29140.9,9322.55,6340.31,6924.01,7447.88,7840.09,6548.17
,6916.1,7938.98,8804.53,10961.2,23192.4,29141.1,9328.14,6342.61,6927.25,7448.53,7855.64,6548.81
,6925.84,7940.01,8810.17,10968.8,23203.5,29171.4,9339.31,6345.6,6927.86,7453.15,7871.74,6557.92
,6931.79,7942.36,8815.9,10971.5,23204.4,29181.6,9341.51,6346.76,6934.15,7453.86,7873.63,6558.42
,6933.02,7945.63,8831.07,10996.8,23266.3,29189.9,9365.33,6352.56,6938.46,7460.3,7889.88,6565.49
,6935.22,7947.34,8841.69,11007.2,23269.8,29214.5,9379,6357.21,6938.84,7469.8,7914.81,6567.64
,6938.2,7959.9,8841.71,11015.3,23357.8,29242.8,9385.05,6364.26,6939.18,7479.2,7920.43,6574.23
,6945.28,7960.84,8851,11033.3,23366.9,29304.2,9386.57,6371.37,6949.19,7481.63,7950.73,6597.14
,6952.8,7965.46,8857.3,11035.7,23497.4,29380.4,9408.3,6387.21,6966.02,7483.34,7951.76,6605.58
,6953.81,7974.12,8867.51,11041.6,23541.1,29503.6,9409,6387.8,6968.57,7484.74,7952.74,6608.61
,6955.48,7977.28,8868.04,11052.6,23563.1,29561.3,9430.88,6390.76,6972.58,7491.09,7952.8,6613.38
,6956.51,7979.75,8868.79,11076.5,23578,29577.5,9440.86,6392.88,6972.67,7497.61,7957.93,6617.57
,6959.08,7983.98,8870.14,11085.4,23623.4,29725.5,9448.77,6399.71,6973.09,7500.75,7961.51,6618.94
,6959.16,7998.96,8870.87,11087.4,23670.1,29782.3,9459.96,6401.1,6984.02,7509.14,7962.79,6621.87
,6959.86,8014.57,8871.24,11088.6,23675.6,29783.6,9476.11,6403.14,6999.31,7515.72,7963.18,6628.81
,6970.44,8019.59,8878.98,11104.1,23681.6,29852.5,9511.14,6418.13,6999.69,7520.08,7970.13,6630.77
,6970.85,8036.13,8885.99,11108.2,23715.8,29863.2,9517.3,6428.38,7008.13,7523.65,7972.1,6659.49
,6971.28,8037.92,8896.29,11132.9,23723.6,29864.7,9524.49,6434.01,7014.24,7524.87,7975.03,6676.64
,6974.07,8043.65,8896.29,11154,23734.9,29873.2,9527.29,6460.54,7014.34,7529.68,7979.76,6678.03
,6983.35,8049.54,8904.34,11154.2,23756.1,29918.1,9540.33,6461.42,7022.81,7531.79,7982.64,6685.46
,6996.71,8051.45,8905.84,11188.3,23762.3,29927.6,9560.06,6469.42,7031.9,7532.99,7992.66,6698.87
,6998.81,8054.31,8909.27,11191.1,23799.7,29946.5,9587.75,6469.58,7032.03,7533.07,8000.21,6709.9
,7007.2,8066.38,8913.58,11246.8,23824.7,29950.3,9589.55,6471.69,7038.47,7535.78,8000.89,6718.91
,7008.18,8072.17,8922.13,11250.5,23843.2,29973.4,9639.84,6480.61,7055.83,7545.11,8008.62,6720.9
,7034.81,8073.53,8927.24,11254.1,23871.1,30011,9665.98,6486.51,7057.62,7548.63,8015.73,6733.35
,7045.07,8075.34,8929.93,11264.9,23908.3,30045.3,9666.4,6502.45,7061.82,7559.03,8018.07,6740
,7066.94,8091.14,8937.9,11266.8,23913.4,30133.9,9680.88,6506.63,7071.52,7564.31,8022.91,6745.9
,7069.01,8092.71,8945.8,11271.2,23923.9,30172.4,9690.93,6508.3,7074.78,7566.87,8024.26,6751.18
,7077.81,8093.15,8949.21,11277.9,23924,30206.3,9703.01,6508.85,7081.1,7567.13,8028.87,6752.91
,7094.95,8099.89,8950.03,11279.5,23924.3,30218.4,9703.07,6518.15,7090.62,7569.13,8039.67,6759.64
,7108.24,8112.63,8950.61,11318.4,23952.6,30240.8,9718.25,6534.2,7096.63,7571.97,8040.46,6761.1
,7128.79,8114.65,8971.46,11320.2,23972.1,30249.1,9726.09,6534.83,7109.71,7573.18,8042.41,6766.61
,7130.31,8126.78,8973.56,11327.6,23991.2,30337.6,9737.6,6535.66,7121.42,7573.31,8047.07,6791.87
,7138.3,8128.02,8974.67,11339.8,23999.3,30342.9,9771.58,6535.83,7132.05,7586.34,8047.95,6795.95
,7139.98,8134.47,8977.05,11341.3,24007.8,30488.9,9778.83,6541.45,7134.06,7592.04,8057.42,6796.32
,7140.58,8143.75,8979.42,11343.1,24015.5,30512.5,9785.04,6543.06,7134.37,7613.02,8057.53,6804.98
,7145.72,8145.05,8981.75,11345.1,24026.2,30530,9788.36,6550.15,7137.51,7620.67,8065.47,6808.33
,7146.38,8146.6,8983.32,11347.3,24102.6,30547,9795.47,6552.39,7137.67,7631.03,8068.58,6817.41
,7146.51,8147.07,8984.91,11352.5,24122.2,30631.4,9806.19,6559.78,7137.69,7636.49,8076.48,6818.89
,7151.71,8148.26,8993.82,11358.4,24127.4,30637.1,9806.28,6560.99,7138.91,7641.98,8084.9,6823.07
,7152.78,8153.01,9000.27,11364.3,24241.5,30658.7,9851.23,6562.25,7140.62,7642.16,8088.93,6824.01
,7153.04,8183.29,9001.16,11378.8,24277.3,30675.4,9865.81,6565.91,7151.73,7642.88,8100.33,6833.73
,7158.66,8191.11,9011.96,11386.7,24283.1,30695.8,9867.63,6566.73,7158.41,7645.96,8112.21,6835.17
,7162.48,8194.76,9012.23,11396.8,24336.8,30711.8,9874.79,6574.65,7173.06,7653.28,8112.22,6836.31
,7163.06,8195.15,9015.07,11396.9,24341.9,30725.2,9880.78,6575.35,7175.4,7653.62,8125.39,6837.9
,7171.19,8205.6,9019.67,11418.8,24373.4,30734.4,9882.64,6587.45,7176.14,7655.79,8128.47,6840.52
,7174.13,8215.38,9023.64,11420.1,24384.2,30735.8,9883.19,6590.16,7179.71,7656.22,8130.68,6840.85
,7178.18,8221.43,9024.27,11424.1,24385.4,30745.2,9910.51,6592.4,7183.23,7664.95,8138.43,6856.92
,7178.59,8234.88,9028.1,11426,24410.7,30766,9919.01,6595.68,7187.31,7668.7,8140.32,6859.38
,7178.92,8240.41,9028.54,11442.4,24426,30789.3,9920.67,6598.6,7190.21,7676.69,8140.51,6874.15
,7182.92,8250.02,9028.77,11444.4,24448.2,30846.7,9932.66,6599.87,7190.57,7676.79,8141.85,6874.37
,7185.89,8257.12,9032.65,11447.6,24452.4,30877.4,9936.31,6602.83,7191.19,7677.06,8145.58,6896.46
,7189.2,8260.27,9032.96,11452.1,24453.4,30964.2,9953.56,6615.8,7198.61,7678.27,8147.91,6896.63
,7190.85,8262.73,9036.91,11459.1,24454.1,30964.4,9965.11,6624.68,7200.95,7686.72,8148.25,6907.83
,7198.07,8273.17,9041.21,11520,24463.8,31071.7,9969.88,6626.11,7203.3,7689.08,8151,6910.5
,7203.52,8288.24,9044.69,11525.2,24568.9,31081.8,9982.84,6634.83,7204.54,7695.45,8156.81,6913.39
,7206.12,8305.25,9048.63,11535.4,24591.6,31099.5,9992.74,6636.41,7205.9,7701.46,8165.92,6920.59
,7208.79,8311.09,9049.31,11580.9,24626.4,31241.4,9996.75,6637.91,7205.95,7713.54,8174.27,6927.33
,7225.55,8311.82,9053.07,11592.1,24637.7,31308.8,9997.12,6642.38,7208.62,7724.4,8174.61,6928.88
,7236.22,8313.28,9055.11,11603.3,24649.2,31334.2,10021,6643,7210.81,7731.94,8184.13,6928.95
,7237.54,8317.75,9055.83,11607.7,24663.3,31373.3,10024.2,6654.75,7212.48,7732.62,8191.97,6934.37
,7250.4,8317.89,9063.45,11617.7,24679.4,31500.7,10025.5,6656.78,7213.25,7734.86,8196.3,6938.4
,7252.53,8318.17,9079.8,11639.4,24688.1,31513.6,10035.2,6657.31,7214.43,7735.32,8207.08,6947.92
,7259.81,8321.62,9080.76,11656.2,24704.5,31523.2,10055.1,6657.68,7214.51,7761.12,8208.98,6948.33
,7264.4,8323.25,9092.99,11710.2,24730,31675.1,10075.8,6658.65,7217.88,7763.27,8213.51,6954.45
,7267.6,8327.06,9093.66,11715.9,24731.5,31681.3,10083.4,6658.87,7221.53,7763.28,8215.5,6964.72
,7270.61,8330.4,9099.9,11719.5,24769.9,31694.6,10092.7,6668.94,7222.53,7765.94,8221.34,6969.07
,7270.87,8331.52,9107.42,11737.1,24797.1,31743.2,10122.5,6674.19,7225.7,7768.02,8224.78,6970.3
,7272.92,8336.65,9112.26,11768.7,24799,31815.4,10134,6683.85,7239.28,7771.74,8240.48,6979.34
,7273.74,8341.27,9115.07,11779.5,24829.8,31862.3,10147.2,6685.32,7244.53,7774.26,8242.24,6991.39
,7278.6,8344.19,9122.41,11781.5,24839,31868.9,10147.4,6697.05,7246.49,7785.89,8242.95,6992.03
,7280.58,8344.54,9126.08,11784.4,24853.1,31879.3,10166.5,6711.23,7248.95,7788.55,8243.14,6993.62
,7293,8346.03,9142.91,11789.3,24855.1,31892.3,10166.9,6715.35,7252.13,7788.8,8253.05,6998.21
,7301.21,8348.82,9152.09,11792.6,24855.5,31914.2,10190.1,6734.79,7255.56,7804.94,8258.25,7002.23
,7303.09,8350.11,9152.37,11796.8,24858.5,31931.5,10200.1,6742.89,7256.51,7815.1,8258.38,7016.9
,7310.24,8369.91,9155.68,11799,24939.5,32001.1,10201.8,6755.27,7262.71,7818.21,8260.71,7021.26
,7318.98,8371.95,9159.32,11804,24955.3,32065.2,10209.5,6769.43,7267.59,7823.73,8261.88,7028.13
,7324.42,8375.52,9163.38,11813.4,24985.3,32084.9,10219,6771.63,7268.89,7824.64,8263.12,7043.63
,7326.42,8377.03,9165.78,11829.4,24987.2,32116,10223.5,6774.19,7274.4,7828.27,8266.26,7043.64
,7327.76,8381.61,9174.46,11853.7,24987.8,32119.5,10227.1,6774.56,7275.27,7832.55,8267.87,7055.66
,7335.3,8384.76,9176.79,11858.3,25054.4,32129.7,10231.6,6778.06,7275.91,7836.17,8274.04,7074.17
,7338.95,8385.14,9178.33,11864.1,25070.4,32181.7,10242.7,6778.46,7278.45,7838.72,8292.22,7086.88
,7347.73,8386.16,9183.88,11864.6,25094.2,32216,10249.7,6788.25,7310.15,7843.07,8297.63,7092.44
,7354.81,8388.69,9185.61,11882.6,25150.4,32227.5,10295.8,6803.96,7317.67,7848.47,8300.57,7092.63
,7360.53,8397.42,9186.86,11896,25179.6,32251.6,10298.5,6812.71,7328.74,7852.55,8305.52,7101.4
,7360.87,8398.84,9195.39,11911.6,25193,32304.8,10315.3,6819.36,7330.96,7852.64,8311.14,7113.34
,7371.63,8398.86,9203.43,11942.4,25224.8,32360.1,10328.8,6824.98,7331.93,7855.57,8314.91,7133.68
,7372.52,8402.08,9212.86,11960.2,25247.2,32362,10330.1,6837.22,7344.82,7861.83,8315.71,7144.64
,7378.14,8412.21,9214.58,11964.4,25274.2,32371.3,10342.8,6841.05,7346.23,7866.8,8318.21,7147.33
,7379.5,8414.99,9217.29,11971.1,25300.2,32395.4,10345.7,6883.44,7349.42,7869.69,8321.72,7152.7
,7393.38,8420.99,9217.39,11975.1,25307.9,32412.3,10352.5,6888.84,7352.42,7882.55,8322.32,7173.49
,7394.26,8427.51,9231.91,11979.5,25336.2,32420.9,10359.3,6888.91,7360.37,7883.71,8323.87,7186.79
,7394.29,8434.35,9241.47,11992.5,25363.3,32438.9,10359.5,6893.89,7366.26,7892.6,8334.83,7189.34
,7396.13,8436.1,9241.86,11995.3,25374,32527,10411.8,6894.67,7378.92,7897.95,8336.81,7190.22
,7403.88,8436.58,9251.74,12004.8,25465.9,32530.7,10442,6899.23,7383.96,7902.31,8340.99,7196.75
,7404.35,8444.48,9252.6,12011.4,25495.7,32584.8,10457.3,6910.19,7385,7902.52,8349.87,7197.27
,7406.98,8448.82,9252.64,12016.4,25495.8,32591.4,10458.3,6912.22,7386.47,7918.7,8352.81,7200.58
,7416.14,8469.62,9261.1,12022.4,25548.3,32617.3,10466.9,6914.42,7387.98,7921.65,8356.15,7201.99
,7418.07,8487.53,9270.23,12032.1,25581,32619,10494.1,6917.51,7388.04,7937.5,8365,7209
,7422.58,8489.33,9283.74,12040.6,25608.9,32633.6,10503.2,6919.15,7400.2,7952.5,8366.77,7209.93
,7425.55,8498.85,9284.17,12045.7,25657.5,32667.5,10514.1,6921.39,7408.02,7952.94,8369.29,7211.32
,7431.88,8499.31,9299.32,12048.4,25684,32701.7,10539.1,6922.59,7408.6,7973.88,8374.47,7213.66
,7434.81,8505.32,9300.43,12054.9,25768.4,32821.7,10551.5,6928.29,7408.64,7974.59,8379.66,7219.84
,7443.8,8516.01,9301.76,12081.6,25825.8,32882.2,10576,6928.53,7417.73,7978.42,8380.19,7231.48
,7466.69,8518.35,9310.66,12087.5,25833.1,32927.6,10594.5,6938.98,7425.17,7981.88,8382.1,7231.8
,7473.39,8519.03,9312.21,12091.6,25839.5,33032,10615.6,6954.32,7425.89,7983.43,8386.85,7236
,7479.06,8521.6,9314.08,12091.9,25864.4,33082.2,10621.8,6971.01,7426.82,7992.58,8387.57,7238.96
,7479.34,8522.31,9315.47,12092.4,25968.7,33084.4,10627.5,6974.22,7429.75,7993.6,8389.61,7243.84
,7491.4,8524.62,9318.99,12102.8,25984.2,33178.3,10667,6977.44,7438.62,7996.98,8395.89,7250.2
,7492.22,8531.06,9351.86,12182.5,25992.5,33210.5,10667.7,6981.43,7441.64,8008.52,8398.44,7251.83
,7493.81,8532.69,9352.43,12199.9,26009.4,33296.4,10677.5,6996.21,7444.08,8013.71,8408.83,7252.2
