Month,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,4569.49,5811.11,6644.24,7625.21,12724.7,13957.7,4914.43,4024.36,4984.57,5280.33,5841.69,4688.54
,4572.24,5822.62,6651.81,7634.18,12818.3,13972,4915.49,4025.23,4985,5285.25,5843.42,4692.71
,4580.8,5825.96,6657.58,7664.95,12855.5,14000.8,4922.65,4028.96,4994,5295.35,5859.43,4692.88
,4604.21,5828.72,6662.73,7683.53,12877.5,14063.5,4931.28,4031.17,5015.64,5298,5861.21,4699.02
,4644.31,5828.94,6681.82,7683.98,12927.5,14066.7,4967.72,4037.4,5032.08,5308.6,5881.73,4708.31
,4659.53,5836.26,6688.29,7695.26,12954.4,14108,4981.86,4038.57,5044.88,5312.85,5887.75,4717.57
,4669.39,5851.95,6691.78,7699.86,12957.8,14155.7,5016.8,4042.2,5051.3,5315.71,5891.83,4719.02
,4682.71,5867.54,6696.46,7703.6,12974.7,14176.5,5033.27,4045.17,5053.71,5316.26,5892.78,4721.86
,4684.51,5868.56,6713.83,7737.47,13010.7,14186.5,5034.1,4066.09,5057.85,5340.93,5899.53,4724.31
,4699.28,5885.62,6718.26,7744.42,13046.6,14187.2,5051.14,4077.99,5061.69,5357.72,5899.87,4731.51
,4712.99,5902.16,6727.11,7757.25,13049.6,14296,5052.42,4084.37,5074.96,5365.76,5901.58,4741.27
,4715.66,5913.14,6737.6,7761.02,13050.4,14317.4,5059.7,4087.14,5078.67,5382.49,5905.68,4741.62
,4723.43,5913.61,6738.19,7768.25,13113.1,14460.1,5064.27,4092.48,5130.1,5391.71,5915.56,4747.23
,4725.16,5922.63,6740.59,7768.89,13141.9,14485.9,5082.91,4094.87,5144.09,5409.65,5925.91,4749.15
,4736.99,5922.75,6747.53,7769.16,13143.6,14544.8,5085.77,4098.01,5165.79,5410.86,5926.32,4749.27
,4746.33,5927.48,6748.48,7776.56,13166.3,14602.7,5103.82,4111.84,5166.15,5416.23,5929.64,4761.37
,4746.33,5928.9,6759.64,7778.72,13242.1,14657.5,5110.22,4118.06,5166.51,5426.39,5938.74,4762.51
,4755.91,5951,6771.74,7783.83,13307.3,14767.8,5110.82,4123.61,5169.4,5434.83,5944.1,4763.43
,4755.99,5959.88,6780.8,7795.56,13314,14778.4,5115.34,4131.08,5186.73,5449.1,5945.65,4765.11
,4771.65,5980.7,6791.35,7798.57,13326.1,14782.8,5130.1,4131.21,5187.67,5451.92,5951.73,4768.33
,4772.15,5982.39,6805.3,7813.21,13509.1,14793.3,5166.69,4134.23,5190.53,5455.97,5954.86,4770.08
,4776.34,5984.42,6808.67,7827.86,13515.8,14886,5168.61,4149.74,5192.59,5465.68,5955.15,4774.43
,4788.29,6007.2,6820.51,7830.26,13540.5,14960.1,5169.57,4153.04,5198.52,5474.83,5980.65,4788.67
,4788.58,6018.34,6827.48,7847.59,13632.8,14961.4,5185.62,4163.24,5198.82,5481.01,5983.78,4798.72
,4789.41,6033.47,6833.04,7847.86,13680.3,15092.5,5204.81,4182.41,5199.42,5483,5983.97,4804.12
,4796.15,6034.05,6841.02,7858.03,13754.5,15097.9,5205.89,4189.17,5219.53,5495.68,5987.72,4805.37
,4813.76,6041.77,6841.91,7863.02,13798,15168.4,5206.6,4190.31,5227.6,5496.89,5994.56,4813.49
,4814.36,6049.7,6846.39,7867.26,13805.5,15182.2,5213.8,4201.68,5236.05,5512.8,5999.63,4815.46
,4824.87,6052.7,6846.58,7876.02,13862.9,15198.5,5222.69,4203.93,5241.01,5516.33,6003.42,4817.32
,4838.3,6059.88,6856.55,7889.58,13871.9,15201.1,5243.7,4218.92,5244.44,5525.11,6016.96,4820.75
,4842.08,6061.69,6858.2,7899.05,13919,15212.7,5271.02,4223.91,5244.49,5525.31,6021.09,4823.29
,4850.43,6069.9,6872.36,7937.73,13950.2,15305.8,5288.75,4237.44,5245.69,5533.57,6027.05,4823.65
,4852.46,6084.51,6879.99,7937.98,14033.7,15390.8,5289.51,4251.28,5250.41,5534.75,6028.36,4832.99
,4866.99,6106.57,6891.3,7949.86,14058,15411,5301.31,4252.25,5257.11,5544.9,6033.9,4840.63
,4872.34,6108.83,6892.61,7963.46,14069.3,15451.9,5303.81,4253.25,5258.63,5557.54,6034.31,4849.33
,4876.22,6121.68,6896.52,7964.57,14097.5,15457.3,5305.86,4254.04,5260.44,5568.29,6036.83,4849.7
,4877.76,6121.71,6920.85,7993.87,14118.6,15484.6,5391.35,4254.29,5272.82,5573.81,6039.02,4851.45
,4883.7,6123.12,6925.79,7996.14,14123,15484.9,5393.95,4257.42,5276.23,5575.08,6044.67,4857.7
,4891.3,6123.67,6926.51,7997.31,14138.6,15491.3,5400.27,4258.19,5286.39,5576.36,6055.84,4858.28
,4891.37,6144.71,6942.91,8002.31,14153,15495.6,5408.81,4272.79,5287.46,5578.74,6071.07,4872.25
,4891.59,6146.14,6953.33,8006.24,14208.5,15500.4,5418.58,4281.33,5289.79,5586.15,6075.32,4873.13
,4894.53,6150.77,6960.91,8013.21,14233.4,15513.7,5426.52,4288.15,5304.41,5587.65,6094.66,4875.31
,4898.76,6158.3,6982.26,8014.84,14300.9,15528,5427.88,4315.39,5305.04,5611.32,6099.69,4879.74
,4903.72,6159.25,6992.68,8027.59,14379.9,15618.2,5436.25,4318.12,5322.24,5624.27,6103.02,4884.43
,4903.97,6159.9,6993.25,8050.9,14388.9,15687.6,5443.67,4322.08,5324.32,5628.25,6104.73,4909.89
,4907.6,6159.98,6995.31,8066.68,14418.4,15737.8,5446.56,4371.95,5324.68,5648.6,6105.64,4917.02
,4913.23,6165.76,7016.96,8074.08,14425.9,15770.1,5465.83,4372.87,5324.96,5653.86,6105.78,4925.2
,4913.81,6187.35,7024.41,8079.39,14452.3,15818.2,5465.96,4372.93,5325.44,5668.81,6123.12,4933.17
,4917.58,6189.93,7029.07,8102.71,14462.8,15907.1,5466.15,4373.06,5328.54,5672.63,6126.6,4933.51
,4931.06,6194.91,7029.58,8107.35,14470.9,15927.5,5480.91,4381.67,5329.42,5673.65,6127.84,4945.76
,4937.32,6198.07,7037.22,8112.12,14509.4,15971.6,5485.09,4401.81,5338.76,5674.52,6147.59,4947.67
,4952.77,6207.25,7037.32,8117.99,14534.4,16133.8,5491.16,4404.15,5341.18,5677.37,6152.43,4951.06
,4956.95,6219.8,7045.96,8128.09,14555.2,16147,5500.82,4405.96,5351.07,5688.11,6155.54,4957.14
,4976.86,6224.17,7065.19,8134.5,14559.2,16176.1,5501.45,4415.8,5352.25,5699.62,6162.25,4958.19
,4978.52,6227.87,7065.53,8150.34,14653.9,16189.4,5539.52,4421.95,5358.88,5701.19,6162.28,4966.51
,4986.06,6232.04,7067.74,8157.01,14694.7,16222.1,5543.63,4434.79,5366.51,5702.7,6164.64,4967.71
,4995.8,6239.87,7098.77,8159.39,14713.6,16265.8,5544.39,4440.57,5370.46,5707.94,6173.11,4999.41
,4998.84,6240.41,7107.21,8161.36,14716.6,16267.9,5544.45,4449.14,5378.08,5710.13,6174.27,5024.12
,5000.86,6244.92,7116.25,8170.58,14748.6,16275.1,5547.36,4451.64,5380.58,5722.11,6179.06,5026.46
,5006.63,6251.47,7120.82,8185.65,14751.6,16344.7,5565.91,4457.7,5382.03,5723.6,6179.09,5034.84
,5007.38,6253.72,7122.53,8188.11,14822.2,16375.9,5567.99,4464.67,5384.37,5724.82,6198.43,5039.46
,5008.31,6255.44,7135.06,8190.14,14863.2,16397,5575.59,4502.9,5391.42,5724.82,6203.75,5044.42
,5011.87,6266.53,7143.64,8192.82,14875.9,16458.5,5582.63,4504.29,5395.51,5725.5,6207.04,5045.51
,5013.76,6267.76,7146.18,8202.39,14953.1,16493.8,5598.65,4508.06,5405.66,5734.82,6207.95,5046.84
,5018.07,6279.67,7147.06,8206.52,14973.4,16651.8,5625.18,4517.65,5415.51,5735.07,6214.93,5050.65
,5034.9,6283.89,7160.03,8218.99,15025.5,16733.4,5666.85,4530.63,5416.28,5737.37,6234.12,5058.63
,5040.48,6286.92,7167.3,8246.97,15034.8,16801.2,5694.16,4538.81,5416.86,5739.58,6236.3,5066.61
,5041.91,6291.54,7178.67,8251.14,15132,16805.5,5706.78,4552.71,5423.07,5741.79,6238.19,5068.31
,5050.54,6295.05,7185.54,8252.01,15151.1,16838.5,5714.16,4563.04,5425.09,5766.31,6240.63,5091.7
,5066.62,6312.04,7190.63,8267.08,15152,16873.3,5729.86,4565.32,5430.1,5771.14,6247.4,5098.24
,5069.56,6314.71,7228.94,8283.62,15154.4,16923,5762.33,4583.17,5430.27,5787.59,6262.77,5099.98
,5078.64,6322.29,7236.47,8287.39,15173.3,16956.9,5766.98,4601.03,5434.76,5797.98,6263.13,5100.3
,5079.72,6327.48,7254.09,8290.43,15185.1,17018.3,5779.54,4610.73,5437.87,5798.28,6285.57,5104.78
,5083.48,6330.23,7259.07,8305.01,15219.7,17030,5788.72,4622.49,5440.95,5803.65,6288.26,5120.16
,5096.01,6349.32,7264.87,8317.76,15235.3,17053.5,5815.09,4627.35,5445.52,5818.1,6294.61,5125.65
,5112.1,6366.99,7267.9,8326.81,15381,17077.6,5830.52,4628.21,5455.83,5824.95,6296.42,5143.31
,5112.31,6378.08,7268.81,8342.96,15400.1,17192.9,5832.81,4642.58,5463.07,5827.35,6297.63,5144.41
,5113.39,6382.9,7271.6,8364.93,15419.2,17216.8,5837.27,4649.78,5469.66,5835.33,6307.38,5144.81
,5123.17,6396.69,7286.83,8385.91,15508.3,17221,5841.89,4653.39,5471.39,5836.53,6309.79,5148.5
,5129.45,6401.68,7294.43,8392.61,15534.2,17463.5,5847.08,4655.81,5474.37,5840.84,6315,5149.58
,5132.27,6411.08,7298.57,8407.8,15541.4,17467.1,5856.18,4658.54,5477.35,5845.2,6318.95,5155.74
,5136.14,6428.17,7307.02,8412.28,15561.7,17547.6,5856.74,4670.23,5484.08,5865.73,6320.75,5169.04
,5139.14,6444.64,7310.04,8462.6,15626.4,17568.1,5864.21,4672.39,5496.24,5879.39,6324.77,5181.28
,5146.89,6454.43,7310.85,8465.76,15662.8,17579.8,5874.44,4673.97,5504.77,5886.67,6327.06,5181.91
,5154.47,6464.68,7312.6,8479.74,15672.7,17590.8,5874.9,4683.87,5509.28,5888.89,6328.86,5182.69
,5155.04,6465.1,7313.15,8496.13,15738.6,17594.3,5881.35,4688.94,5520.05,5896.97,6329.22,5188.41
,5168.43,6479.29,7314.16,8499.25,15843.3,17601,5882.24,4692.87,5532.13,5897.07,6330.77,5202.82
,5174.15,6483.47,7327.34,8516.39,15844.3,17602.1,5883.5,4706.3,5544.54,5901.4,6330.84,5205.39
,5196.17,6486.99,7335.88,8521.66,15856.2,17607.8,5885.54,4715.56,5548.6,5903.31,6337.53,5217.32
,5213.16,6535.89,7339.14,8525.79,15866.7,17617,5917.1,4716,5555.64,5903.88,6339.36,5229.9
,5225.86,6538.66,7344.46,8531.64,15914.8,17708.4,5923.21,4719.49,5559.66,5907.82,6351.08,5239.43
,5238.91,6541.87,7349.7,8536.62,15927.6,17763,5936.61,4726.76,5560.25,5929.23,6358.14,5253.59
,5238.99,6551.2,7349.81,8548.41,15940.8,17765.8,5943.04,4737.35,5560.84,5933.27,6364.08,5260.75
,5240.14,6562.68,7375.92,8572.27,15975.2,17772.7,5949.85,4740.9,5564.97,5941.15,6367.05,5269.68
,5247.11,6565.05,7382.17,8572.91,16011.2,17783.6,5954.88,4772.19,5568.88,5955,6368.29,5280.39
,5247.74,6585.06,7383.64,8580.3,16050.2,17964.4,6010.43,4774.14,5573.82,5965.29,6377.93,5283.26
,5254.88,6608.39,7387.07,8607.13,16069.4,18053.6,6014.01,4778.2,5576.02,5965.31,6399.82,5284.27
,5255.6,6614.57,7403.5,8609.26,16069.6,18067.7,6014.47,4783.6,5576.35,5972.01,6423.73,5286.57
,5261.8,6615.74,7404.19,8615.83,16099.2,18073.9,6025.69,4786.68,5597.61,5973.69,6435.75,5291.84
,5265.06,6623.48,7411.6,8628.81,16126.6,18079,6036.76,4789.75,5602.6,5982.34,6445.03,5292.8
,5266.33,6629.16,7414.94,8635.68,16131.4,18100.6,6055.69,4795.76,5605.34,6002.31,6446.61,5298.98
,5278.74,6632.06,7425.24,8640.77,16212.2,18293.3,6063.73,4801.82,5610.6,6003.19,6467.67,5301.87
,5287.17,6635.4,7433.84,8689.26,16272.3,18296.3,6066.56,4804.65,5625.02,6007.01,6470.16,5311.1
,5294.79,6635.9,7437.62,8695.05,16290.2,18331.5,6067.25,4805.04,5628.49,6017.09,6477.14,5313.02
,5294.96,6641.1,7451.31,8709.84,16293,18341.1,6070.09,4829.53,5635.2,6025.53,6477.7,5313.62
,5318.99,6647.04,7456.68,8712.06,16311.7,18395.5,6080.9,4853.28,5645.44,6026.18,6486.69,5316.29
,5339.14,6650.79,7459.12,8722.13,16336.8,18396.5,6090.8,4855.46,5655.65,6028.41,6488.16,5323.32
,5369.57,6651.03,7465.27,8739.77,16378.4,18404.8,6151.62,4872.13,5673.29,6049.71,6489.35,5324.06
,5372.33,6651.88,7469.4,8745.23,16407.9,18442.9,6151.99,4876.43,5677.7,6051.15,6498.26,5326.41
,5379.6,6654.92,7480.31,8745.94,16419.8,18581.7,6160.52,4878.07,5681.43,6052.61,6499.32,5327.05
,5385.59,6662.26,7484.07,8748.79,16424.2,18583.4,6170.2,4882.03,5683.87,6053.83,6499.98,5332.17
,5399.59,6668.02,7500.45,8754.44,16454,18596.5,6196.3,4887,5684.29,6058,6510.1,5338.66
,5401.34,6670.27,7513.06,8760.19,16532.8,18648.4,6203.47,4887.1,5684.6,6063.35,6510.54,5345.05
,5402.85,6672.37,7518.73,8764.22,16575.5,18668.6,6209.06,4903.66,5690.68,6070.18,6511.55,5345.35
,5416.23,6675.69,7524.94,8773.52,16590.8,18725.5,6214.85,4903.88,5692.83,6095.59,6514.53,5348.52
,5441.17,6693.28,7527.36,8774.92,16610.1,18732.7,6219.68,4925.14,5699.56,6097.63,6514.61,5357.13
,5459.51,6694.88,7530.26,8775.11,16615,18830.1,6223.16,4931.54,5703.95,6100.2,6522.6,5360.15
,5459.61,6695.15,7556.56,8779.72,16637.8,18848.3,6227.13,4932.16,5706.1,6104.46,6523.28,5362.38
,5476.42,6698.09,7576.1,8780.09,16700.1,18863.2,6243.76,4935.77,5711.57,6105.58,6528.26,5363.02
,5487.58,6703.35,7580.08,8793.53,16763.3,18892.3,6244.56,4938.1,5724.16,6126.98,6535.07,5379.9
,5489.31,6705.25,7583.59,8818.14,16776.4,18932.5,6251.04,4939.09,5730.37,6138.18,6536.78,5381.92
,5489.37,6706.72,7593,8818.67,16798.2,18939.1,6265.26,4943.18,5739.72,6138.39,6547.92,5382.62
,5493.72,6714.52,7593.06,8826.12,16804.6,18995.6,6269.22,4966.58,5740.53,6145.29,6548.31,5383.77
,5508.37,6718.03,7599.66,8845.98,16854,18997.4,6270.9,4970.35,5741.86,6150.15,6553.67,5396.73
,5508.58,6721.55,7599.71,8850.3,16860.1,19020.4,6272.35,4971.8,5756.43,6155.14,6557.4,5408.22
,5508.97,6722.15,7612.19,8861.14,16867.7,19091,6285.88,4973.15,5757.69,6158.09,6561.9,5412.66
,5513.76,6722.22,7620.41,8861.9,16932.6,19150.3,6291.91,4992.4,5764.95,6169.1,6573.27,5412.77
,5515.7,6724.51,7620.83,8875.62,17017.7,19233.7,6317.59,4993.98,5787.83,6172.01,6606.76,5428.98
,5516.28,6727.6,7623.3,8882.86,17080.1,19258.7,6318.98,5014.23,5790.66,6176.23,6611.25,5433.06
,5522.64,6741.03,7625.01,8892.81,17098.7,19347.4,6330.64,5018.06,5790.69,6177.68,6613.45,5440.33
,5533.12,6741.32,7625.69,8908.62,17103,19359.7,6335.06,5028.35,5793.48,6180.94,6623.99,5469.47
,5542.68,6742.75,7629.46,8942.33,17159.9,19394.4,6337.3,5034.68,5795.84,6185.94,6633.49,5470.56
,5544,6747.11,7630.33,8946.04,17201.6,19503.3,6343.41,5044.13,5799.83,6186.7,6646.52,5471.62
,5544.47,6749.37,7631.34,8957.74,17217.7,19569,6376.25,5056.29,5810.87,6202.73,6647.86,5477.42
,5545.29,6749.53,7635.58,8980.25,17233.3,19621.2,6396.68,5058.6,5820.83,6214.31,6648.97,5478.63
,5548.11,6752.93,7640.53,8981.05,17248.6,19629.3,6410.64,5061.88,5821.47,6217.07,6653.02,5482.99
,5549.37,6755.96,7644.49,8984.99,17270.1,19698.3,6438.59,5064.17,5823.44,6227.52,6662.96,5485.92
,5552.38,6758.05,7646.41,8990.49,17276,19711.1,6450.45,5064.62,5825.09,6229.02,6664.52,5486.4
,5554.51,6762.35,7646.9,8999.14,17321.8,19713.2,6482.22,5065,5825.17,6236.16,6679.96,5486.75
,5560.12,6778.73,7647.54,9027.27,17351.1,19727.4,6493.85,5072.05,5829.84,6250.93,6681.94,5499.11
,5571.19,6785.32,7647.77,9032.99,17361.9,19762.4,6498.74,5076.71,5840.63,6252.17,6682.18,5502.57
,5577.05,6788.69,7650.58,9033.01,17393,19795.6,6530.09,5081.7,5848.19,6252.51,6682.68,5505.12
,5577.13,6802.53,7652.38,9038.47,17410.1,19929.7,6539.16,5089.77,5859.05,6252.79,6695.71,5511.4
,5578.12,6805.31,7662.87,9039.52,17415.1,19962.4,6570.14,5106.32,5859.28,6253.46,6699.15,5524.52
,5592.06,6810.92,7662.95,9039.89,17431.6,19985,6577.8,5110.06,5870.02,6254.52,6702.98,5530.44
,5608.38,6813.59,7662.97,9043.9,17444.4,19991.5,6587.81,5112.9,5872.78,6257,6715.92,5530.66
,5610.87,6814.28,7668.96,9054.06,17460.1,20005.3,6610.25,5113.09,5875.36,6257.82,6715.99,5534.42
,5612.52,6819.85,7683.81,9059.46,17509.3,20033.3,6626.01,5124.17,5892.12,6265.52,6717.95,5537.91
,5617.36,6824.85,7686.87,9068.13,17513.1,20050.5,6641.55,5124.89,5892.38,6282.06,6728.8,5552.03
,5618.56,6826.14,7693.03,9084.44,17578,20080,6677.44,5125.87,5893.96,6286.66,6736.49,5554.33
,5618.79,6829.6,7703.18,9089.36,17586.2,20110.8,6677.99,5135.69,5904.95,6289.37,6746.64,5578.54
,5629.56,6835.69,7707.78,9106.05,17617.2,20138.7,6725.73,5143.63,5908.23,6299.45,6761.3,5602.12
,5634.77,6836.76,7730.53,9118.74,17623.3,20214.7,6726.29,5148.7,5920.64,6305.41,6767.23,5610.64
,5641.39,6840.92,7742.26,9126,17672.1,20240.4,6727.56,5154.91,5924.76,6307.12,6773.56,5625.62
,5644.1,6842.69,7747.87,9153.09,17682.7,20253.1,6738.65,5156.57,5925.15,6316.13,6776.61,5627.56
,5659.68,6845.74,7748.99,9171.13,17747.6,20265.5,6746.72,5161.78,5927.62,6319.94,6783.12,5632.11
,5671.68,6847.48,7754.75,9174.89,17759.2,20267.5,6750.25,5168.46,5933.46,6329.01,6787.91,5636.29
,5683.27,6862.52,7760.94,9176.84,17766.6,20275.1,6760.6,5179.57,5935.69,6329.49,6791.34,5642.38
,5685.4,6862.54,7771.67,9187.71,17804.2,20303.6,6760.63,5182,5935.85,6332.22,6798.27,5643.3
,5689.78,6866.28,7772.88,9191.74,17844.1,20317.8,6813.67,5194.57,5936.91,6333.06,6799.46,5651.19
,5698.8,6866.97,7776.87,9209.64,17901.4,20352.6,6840.59,5196.73,5943.24,6335,6821.08,5655.32
,5698.86,6873.43,7787.76,9221.65,17910.1,20393.2,6841.96,5210.96,5949.74,6335.61,6821.58,5656.95
,5700.08,6880.5,7792.52,9243.2,17940.7,20451.2,6844.34,5230.4,5950.81,6343.62,6822.56,5657.36
,5705.21,6880.57,7806.75,9246.66,17965.5,20466.7,6869.02,5232.57,5954.12,6345.8,6823.18,5665.24
,5709.01,6885.04,7810.58,9251.79,18002.2,20488.3,6872.37,5238.24,5957.06,6349.45,6825.03,5666.58
,5721.27,6893.5,7811.91,9286.49,18237.9,20527.6,6874.83,5256.74,5974.17,6351.11,6837.06,5675.63
,5726.49,6898.83,7813.79,9305.45,18240.5,20545.7,6892.17,5261.86,5976.12,6370.26,6839.35,5691.38
,5748.12,6905.95,7814.57,9311,18323.3,20558.1,6904.34,5264.22,5976.46,6377.63,6844.02,5698.61
,5749.31,6909.5,7817.53,9328.69,18325.4,20570.6,6914.01,5266.96,5977.32,6379.5,6849.43,5700.49
,5754.54,6911.45,7818.48,9337.67,18388.6,20648,6934.04,5275.94,5977.67,6379.78,6863.32,5703.66
,5756.58,6918.07,7819.72,9340.83,18467.5,20663.3,6938.9,5278.21,5987.71,6384.05,6864.47,5707.28
,5756.85,6919.42,7822.54,9347.83,18502.2,20745.7,6952.33,5282.49,5990.29,6387.17,6875,5708.79
,5757.42,6922.13,7837.66,9349.81,18516.9,20774.4,6968.25,5284.21,5992.08,6387.85,6890.36,5713.3
,5760.93,6932.92,7844.6,9382.3,18552,20780,6972.64,5291.09,5998.67,6396.76,6893.64,5713.55
,5787.53,6933.78,7850.35,9388.74,18623,20858.9,6977.82,5301.48,6005.91,6406.08,6900.99,5715.1
,5795.4,6939.27,7855.71,9406.36,18656.3,20886.5,6980.21,5304.82,6008.88,6413.08,6902.85,5715.13
,5796.1,6944.14,7863.52,9413.73,18660.9,20923.4,6981.16,5310.89,6011.97,6440.27,6903.6,5719.15
,5801.56,6970.42,7866.16,9448.72,18718.8,20964.1,6986.71,5311.94,6013.16,6468.33,6911.71,5723.9
,5820.23,6978.24,7866.9,9471.05,18737.1,20999.4,6989.29,5336.33,6014.8,6477.55,6914.8,5730.03
,5828.15,6999.81,7867.74,9483.09,18741.3,21121.1,6993.59,5338.95,6016.19,6484.02,6917.32,5734.72
,5845.59,7002.93,7869.02,9484.84,18784.8,21138.6,7034.12,5339.1,6018.67,6502.65,6925.54,5738.25
,5864.33,7003.76,7870.4,9489.21,18813.1,21197.8,7036.27,5342.32,6021.21,6504.36,6926.76,5754.88
,5880.46,7015.37,7874.17,9490.78,18827.2,21238.2,7057.08,5351.67,6021.84,6512.39,6927.99,5769.3
,5888.37,7016.63,7887.39,9491.9,18851.9,21293.2,7064.34,5357.82,6033.43,6513.87,6933.16,5772.61
,5890.99,7025,7892.04,9492.61,18878.9,21334,7070.25,5359.23,6035.31,6519.59,6940,5773.72
,5896.64,7025.79,7897.07,9504.29,18901.2,21409.7,7075.63,5369.57,6038.66,6540.95,6964.42,5776.41
,5897.21,7027.47,7899.99,9505.18,18939.2,21466.8,7084.98,5375.98,6039.76,6542.32,6969.11,5794.53
,5897.24,7028.04,7902.01,9507.66,18949.2,21473.4,7098.62,5380.84,6040.06,6546.92,6974.19,5806.49
,5898.17,7028.81,7908.16,9530.9,18972.7,21670.6,7107.58,5383.91,6049.19,6554.29,7000.59,5812.19
,5901.12,7042.69,7911.16,9533.93,18983.1,21691.5,7109.94,5386.87,6049.39,6555.69,7008.83,5816.95
,5902.17,7042.82,7912.24,9536.65,18985,21776.6,7116.1,5403.16,6071.8,6556.75,7013.92,5830.83
,5909.44,7049.92,7924.22,9538.57,18993,21813.4,7139.02,5412.81,6073.12,6565.93,7014.61,5838.7
,5909.49,7053.13,7942.52,9560.57,19025.9,21851.5,7147.84,5420.29,6073.2,6585.06,7021.88,5846.85
,5910.63,7055.89,7950.27,9563.85,19072.8,21908.9,7173.64,5432.07,6078.65,6596.48,7022.74,5848.19
,5912,7068.38,7953.69,9576.05,19108.2,21926.5,7194.98,5435.35,6079.23,6605.46,7027.38,5850.94
,5920.44,7074.9,7956.41,9583.51,19111.9,22005.7,7197.29,5455.41,6089.36,6628.28,7041.34,5852.84
,5940.37,7084.4,7959.82,9593.2,19116.2,22023.6,7220.51,5456.99,6090.28,6645.52,7056.16,5861.6
,5948.54,7099.86,7966.3,9594.2,19130.8,22027.8,7236.78,5459.46,6091.28,6645.78,7066.14,5867.82
,5949,7103.8,7967.27,9610.77,19148.1,22064.9,7242.48,5459.82,6106,6652.45,7074.51,5869.58
,5968.36,7107.1,7978.16,9612.13,19170.8,22084.7,7339.66,5474.94,6108.72,6662.05,7076.72,5875.96
,5969.1,7108.89,7981.54,9621.97,19176,22101.3,7350.67,5476.22,6113.91,6662.78,7083.1,5888.72
,5969.98,7112.26,7994.08,9633.09,19189,22130.4,7354.18,5478,6119.5,6677.47,7092.49,5904.2
,5981.75,7114.41,7999.43,9640.09,19222.6,22166.2,7361.96,5478.97,6123.03,6686.27,7105.57,5907.38
,5985.04,7122.14,8000.51,9642.28,19241.5,22188.3,7373.84,5480.03,6130.51,6688.92,7106.38,5910.18
,5989.45,7129.66,8004.13,9651.55,19247.5,22193.9,7387.1,5492.23,6155.96,6705.24,7113.81,5910.44
,6014.13,7132.25,8007.69,9653.03,19267.8,22227.8,7414.61,5495.19,6161.69,6705.83,7115.08,5916.07
,6032.07,7139.7,8022.25,9669.21,19274.4,22256.6,7442.82,5500.28,6163.56,6710.54,7118.11,5918.92
,6033.06,7140.1,8032.14,9670.58,19343.4,22264.5,7446.85,5504.6,6163.79,6716.66,7123.17,5925.86
,6037.1,7167.5,8033.42,9677.31,19402.9,22279.3,7455.12,5505.92,6164.59,6734.12,7134.55,5927.73
,6042.35,7170.44,8034.52,9679.92,19451.8,22287.1,7485.79,5513.52,6173,6743.83,7135.99,5935
,6055.73,7185.74,8034.82,9680.75,19466,22332.1,7491.96,5514.42,6182.88,6745.46,7142.2,5935.69
,6060.59,7207.49,8035.17,9684.61,19581.9,22393.2,7520.77,5515.28,6189.61,6756,7143.28,5940.21
,6069.52,7213,8051.22,9700.94,19641.5,22429,7535.67,5520.48,6200.12,6757.01,7143.57,5940.53
,6071.47,7215.44,8051.6,9704.77,19648.3,22534.3,7537.3,5531.3,6207.54,6757.11,7144.12,5946.17
,6076.23,7227.31,8054.18,9709.66,19694.7,22549,7552.01,5536.77,6211.42,6757.38,7159.09,5955.9
,6094.6,7231.47,8058.7,9711.62,19762.2,22680.2,7588.84,5544.21,6231.84,6770.42,7160.38,5980.99
,6097.31,7270.69,8063.91,9712.06,19785.1,22699.2,7605.31,5545.63,6232.86,6771.08,7168.54,5983.07
,6103.97,7272.81,8078.32,9716.82,19830.5,22787.9,7622.94,5547.07,6234,6774.4,7177,5984.34
,6107.99,7276.26,8079.58,9722.42,19838.3,23109.4,7644.66,5552.52,6241.98,6793.46,7178.31,5989.2
,6144.02,7278.2,8082.77,9728.47,19841.5,23162,7647.7,5553.54,6250.82,6798.86,7178.47,5992.02
,6146.47,7290.97,8083.28,9742.6,19882.5,23195.5,7653.19,5555.99,6257.51,6802.28,7181.05,5995.03
,6161.41,7305.03,8095.91,9752.82,19894.4,23249.6,7656.16,5556.24,6281.56,6813.84,7183.2,6001.98
,6162.63,7306.35,8106.16,9762.32,19928.3,23355.2,7662.18,5557.64,6288.94,6813.89,7197.4,6004.15
,6164.97,7312.54,8106.83,9763.17,19934.4,23379.5,7690.88,5564.77,6290.99,6819.59,7197.85,6020.69
,6173.1,7314.2,8127.03,9775.2,19956.3,23388,7711.56,5567.35,6291.19,6823.35,7205.9,6021.79
,6173.94,7315.86,8129.96,9784.62,19956.4,23428.9,7718.22,5569.5,6291.54,6824.1,7208.3,6023.69
,6178.33,7321.6,8152.92,9789.77,20015.2,23470.6,7735.52,5586.16,6294.33,6836.56,7208.83,6026.09
,6187.54,7323.01,8153.05,9790.88,20026.3,23498.7,7745.22,5586.34,6294.56,6845.46,7221.54,6027.03
,6189.88,7328.2,8155.28,9795.04,20051.9,23613,7747.79,5591.25,6300.69,6851.18,7226.5,6027.86
,6195.64,7329.05,8162.55,9799.32,20090.5,23616.7,7748.55,5592.4,6311.54,6855.47,7232.19,6031.3
,6199.47,7330.21,8163.48,9799.37,20096.6,23788,7766.78,5597.49,6313.08,6856.33,7232.25,6036.14
